id_contrat;N_version;id_type_affaire;typa_affaire;id_agence;dt_souscription;dt_eff_im;dt_ech;CANAL;Montant;id_pack;lib_pack;Segment;FRANCHISE;id_vehicule;id_assure;id_conducteur;Valeur à neuf;Valeur vénale;TAUX_REDUCTION;SITUATION;;;
2087;0;13;Affaire Nouvelle;72301;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;AGA;4172.448;3;Basic (New);BLANC;;3813;1267;1267;5000000;1000000;;ENCAISSÉE;;;
2087;1;;;72301;2018-09-10 00:00:00;2018-09-11 00:00:00;2019-04-28 00:00:00;AGA;451.736;3;Basic (New);BLANC;;3813;1267;1267;5000000;1000000;;ENCAISSÉE;;;
2087;2;1;Avenant de renouvellement DF a DF;72301;2019-04-22 00:00:00;2019-04-29 00:00:00;2020-04-28 00:00:00;AGA;4876.32;3;Basic (New);BLANC;;3813;1267;1267;5000000;1000000;;ENCAISSÉE;;;
2088;0;13;Affaire Nouvelle;282;2018-04-29 00:00:00;2018-05-09 00:00:00;2019-05-08 00:00:00;Concession;57611.889;9;Premium auto (New);BLANC;5000;3937;468;468;1649500;1649500;0.33;ENCAISSÉE;;;
2089;0;13;Affaire Nouvelle;486;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;Agence;20681.016;2;Classic plus;BLANC;;3200;1841;1841;3000000;1200000;;ENCAISSÉE;;;
2089;1;1;Avenant de renouvellement DF a DF;486;2019-04-28 00:00:00;2019-04-29 00:00:00;2020-04-28 00:00:00;Agence;23668.614;2;Classic plus;BLANC;;3200;1841;1841;3000000;1200000;;ENCAISSÉE;;;
2090;0;13;Affaire Nouvelle;265;2018-04-29 00:00:00;2018-05-01 00:00:00;2018-10-31 00:00:00;Agence;24468.624;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;1;9;Changement du numero d'immatriculation;265;2018-04-30 00:00:00;2018-05-01 00:00:00;2018-10-31 00:00:00;Agence;50;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;2;1;Avenant de renouvellement DF a DF;265;2018-10-25 00:00:00;2018-11-01 00:00:00;2019-04-30 00:00:00;Agence;23681.64;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;3;1;Avenant de renouvellement DF a DF;265;2019-04-30 00:00:00;2019-05-01 00:00:00;2019-10-31 00:00:00;Agence;23076.256;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;4;1;Avenant de renouvellement DF a DF;265;2019-10-06 00:00:00;2019-11-01 00:00:00;2020-04-30 00:00:00;Agence;20819.92;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;5;1;Avenant de renouvellement DF a DF;265;2020-04-29 00:00:00;2020-05-01 00:00:00;2020-10-31 00:00:00;Agence;22827.528;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;6;1;Avenant de renouvellement DF a DF;265;2020-10-21 00:00:00;2020-11-01 00:00:00;2021-04-30 00:00:00;Agence;20682.387;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;7;1;Avenant de renouvellement DF a DF;265;2021-04-28 00:00:00;2021-05-01 00:00:00;2021-10-31 00:00:00;Agence;19918.845;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;8;1;Avenant de renouvellement DF a DF;265;2021-10-31 00:00:00;2021-11-01 00:00:00;2022-04-30 00:00:00;Agence;17264.376;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;9;1;Avenant de renouvellement DF a DF;265;2022-05-08 00:00:00;2022-05-08 00:00:00;2022-11-07 00:00:00;Agence;18941.913;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2090;10;1;Avenant de renouvellement DF a DF;265;2022-10-26 00:00:00;2022-11-08 00:00:00;2023-05-07 00:00:00;Agence;14361.528;1;Tout en 1 (New); VERT;5000;2815;1173;1173;1780000;1780000;;ENCAISSÉE;;;
2091;0;13;Affaire Nouvelle;413;2018-04-29 00:00:00;2018-04-29 00:00:00;2018-10-28 00:00:00;Agence;2912.04;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;1;1;Avenant de renouvellement DF a DF;413;2018-10-28 00:00:00;2018-10-29 00:00:00;2019-04-28 00:00:00;Agence;2377.784;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;2;1;Avenant de renouvellement DF a DF;413;2019-04-29 00:00:00;2019-04-29 00:00:00;2019-10-28 00:00:00;Agence;2377.784;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;3;1;Avenant de renouvellement DF a DF;413;2019-10-29 00:00:00;2019-10-29 00:00:00;2020-04-28 00:00:00;Agence;2275.68;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;4;1;Avenant de renouvellement DF a DF;413;2020-04-26 00:00:00;2020-04-29 00:00:00;2020-10-28 00:00:00;Agence;2275.68;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;5;1;Avenant de renouvellement DF a DF;413;2020-10-28 00:00:00;2020-10-29 00:00:00;2021-04-28 00:00:00;Agence;2560.14;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2091;6;1;Avenant de renouvellement DF a DF;413;2021-04-29 00:00:00;2021-04-29 00:00:00;2021-10-28 00:00:00;Agence;2275.68;3;Basic (New);BLANC;;744;429;429;1200000;800000;;ENCAISSÉE;;;
2092;0;13;Affaire Nouvelle;167;2018-04-29 00:00:00;2018-04-30 00:00:00;2018-10-29 00:00:00;Agence;2476.224;3;Basic (New);BLANC;;2752;601;601;1000000;1000000;;ENCAISSÉE;;;
2093;0;13;Affaire Nouvelle;167;2018-04-29 00:00:00;2018-04-30 00:00:00;2018-10-29 00:00:00;Agence;2785.752;3;Basic (New);BLANC;;2752;601;601;1000000;1000000;;ENCAISSÉE;;;
2094;0;13;Affaire Nouvelle;126;2018-04-29 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;100990.404;1;Tout en 1 (New); VERT;10000;862;1373;1373;4500000;4500000;;ENCAISSÉE;;;
2095;2;1;Avenant de renouvellement DF a DF;204;2018-04-29 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;37576.593;1;Tout en 1 (New);BLANC;5000;812;1261;1261;1600000;1510000;;ENCAISSÉE;;;
2095;3;1;Avenant de renouvellement DF a DF;204;2019-04-24 00:00:00;2019-04-30 00:00:00;2019-10-29 00:00:00;Agence;21743.595;1;Tout en 1 (New);BLANC;5000;812;1261;1261;1600000;1510000;;ENCAISSÉE;;;
2095;5;1;Avenant de renouvellement DF a DF;204;2020-04-26 00:00:00;2020-04-30 00:00:00;2020-10-29 00:00:00;Agence;20588.274;1;Tout en 1 (New);BLANC;5000;812;1261;1261;1600000;1510000;;ENCAISSÉE;;;
2096;2;1;Avenant de renouvellement DF a DF;200;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;Agence;39385.269;1;Tout en 1 (New);BLANC;5000;3501;1252;1252;1600000;1600000;0.1;ENCAISSÉE;;;
2096;3;2;Modifications diverses;200;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;Agence;50;1;Tout en 1 (New);BLANC;5000;3501;1252;1252;1600000;1600000;0.1;ENCAISSÉE;;;
2097;1;1;Avenant de renouvellement DF a DF;274;2018-04-29 00:00:00;2018-04-29 00:00:00;2018-10-28 00:00:00;Agence;5914.431;4;Classic (New);JAUNE;;3808;211;211;1000000;375000;;ENCAISSÉE;;;
2098;0;13;Affaire Nouvelle;274;2018-04-29 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;55008.36;1;Tout en 1 (New); VERT;5000;3366;265;265;2500000;2000000;0.1;ENCAISSÉE;;;
2098;1;1;Avenant de renouvellement DF a DF;274;2019-04-28 00:00:00;2019-04-30 00:00:00;2020-04-29 00:00:00;Agence;60018.345;1;Tout en 1 (New); VERT;5000;3366;265;265;2500000;2000000;0.1;ENCAISSÉE;;;
2099;0;13;Affaire Nouvelle;126;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;Agence;62450.442;3;Basic (New);BLANC;5000;1293;1240;1240;2000000;1699000;;ENCAISSÉE;;;
2100;0;13;Affaire Nouvelle;466;2018-04-29 00:00:00;2018-05-08 00:00:00;2019-05-07 00:00:00;Concession;44998.336;1;Tout en 1 (New);BLANC;5000;2815;1173;1173;1669500;1669500;;ENCAISSÉE;;;
2100;1;;;425;2018-04-29 00:00:00;2018-05-08 00:00:00;2019-05-07 00:00:00;Agence;0;1;Tout en 1 (New);BLANC;5000;2815;1173;1173;1669500;1669500;;;;;
2100;4;1;Avenant de renouvellement DF a DF;425;2020-11-08 00:00:00;2020-11-08 00:00:00;2021-11-07 00:00:00;Agence;49139.91;1;Tout en 1 (New);BLANC;5000;2815;1173;1173;1669500;1669500;;ENCAISSÉE;;;
2101;0;13;Affaire Nouvelle;144;2018-04-29 00:00:00;2018-04-29 00:00:00;2019-04-28 00:00:00;Agence;33947.92;1;Tout en 1 (New);BLANC;5000;3861;1220;1220;1500000;800000;;ENCAISSÉE;;;
2102;6;9;Changement du numero d'immatriculation;189;2018-04-30 00:00:00;2018-04-30 00:00:00;2018-10-18 00:00:00;Agence;48.81;1;Tout en 1 (New);BLANC;5000;3812;1629;1629;5000000;3000000;;ENCAISSÉE;;;
2102;7;1;Avenant de renouvellement DF a DF;189;2018-10-09 00:00:00;2018-10-19 00:00:00;2019-10-18 00:00:00;Agence;24716.421;1;Tout en 1 (New);BLANC;5000;3812;1629;1629;5000000;3000000;;ENCAISSÉE;;;
2103;4;1;Avenant de renouvellement DF a DF;413;2018-04-30 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;21853.251;4;Classic (New);BLANC;5000;3993;1720;1720;1700000;1400000;;ENCAISSÉE;;;
2104;1;1;Avenant de renouvellement DF a DF;494;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;40050.36;1;Tout en 1 (New); VERT;5000;3714;1356;1356;1600000;1550000;0.2;ENCAISSÉE;;;
2105;1;1;Avenant de renouvellement DF a DF;494;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;18032.607;4;Classic (New);BLANC;;3418;1665;1665;1700000;1000000;0.3;ENCAISSÉE;;;
2106;1;1;Avenant de renouvellement DF a DF;494;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;18735.633;4;Classic (New);BLANC;;3554;881;881;2000000;1000000;0.3;ENCAISSÉE;;;
2107;1;1;Avenant de renouvellement DF a DF;494;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;14874.088;4;Classic (New);BLANC;;2765;1356;1356;1300000;800000;0.3;ENCAISSÉE;;;
2108;2;1;Avenant de renouvellement DF a DF;494;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;15233.382;4;Classic (New);BLANC;;3418;1665;1665;1200000;1000000;0.3;ENCAISSÉE;;;
2109;2;1;Avenant de renouvellement DF a DF;427;2018-04-30 00:00:00;2018-05-05 00:00:00;2018-11-04 00:00:00;Agence;2450.403;3;Basic (New);JAUNE;;3455;1079;1079;1500000;800000;;ENCAISSÉE;;;
2109;3;2;Modifications diverses;427;2018-08-13 00:00:00;2018-05-05 00:00:00;2018-11-04 00:00:00;Agence;50;3;Basic (New);JAUNE;;3455;1079;1079;1500000;800000;;ENCAISSÉE;;;
2110;1;1;Avenant de renouvellement DF a DF;247;2018-04-30 00:00:00;2018-05-05 00:00:00;2018-11-04 00:00:00;Concession;12326.643;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2110;2;1;Avenant de renouvellement DF a DF;160;2018-11-27 00:00:00;2018-11-27 00:00:00;2019-05-26 00:00:00;Agence;11229.216;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2110;3;1;Avenant de renouvellement DF a DF;160;2019-05-26 00:00:00;2019-05-27 00:00:00;2019-11-26 00:00:00;Agence;10945.896;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2110;4;1;Avenant de renouvellement DF a DF;160;2019-11-26 00:00:00;2019-11-27 00:00:00;2020-05-26 00:00:00;Agence;10670.776;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2110;5;1;Avenant de renouvellement DF a DF;160;2020-05-21 00:00:00;2020-05-27 00:00:00;2020-11-26 00:00:00;Agence;11704.356;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2110;6;1;Avenant de renouvellement DF a DF;160;2020-11-26 00:00:00;2020-11-27 00:00:00;2021-05-26 00:00:00;Agence;9536.68;4;Classic (New);BLANC;;3675;907;907;1494500;1494500;0.1;ENCAISSÉE;;;
2111;1;2;Modifications diverses;262;2018-04-30 00:00:00;2018-01-21 00:00:00;2018-07-20 00:00:00;Agence;94.5;3;Basic (New); VERT;;3482;561;561;4000000;3600000;;ENCAISSÉE;;;
2112;0;13;Affaire Nouvelle;247;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Concession;51958.242;9;Premium auto (New); VERT;5000;3937;468;468;1659500;1659500;0.4;ENCAISSÉE;;;
2113;0;13;Affaire Nouvelle;71603;2018-04-30 00:00:00;2018-04-30 00:00:00;2018-10-29 00:00:00;AGA;3404.502;3;Basic (New);JAUNE;;3455;1079;1079;1500000;1500000;;ENCAISSÉE;;;
2114;0;13;Affaire Nouvelle;236;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Concession;54012.249;1;Tout en 1 (New);BLANC;5000;2301;1936;1936;2190000;2190000;;ENCAISSÉE;;;
2115;0;13;Affaire Nouvelle;70413;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;AGA;4430.888;3;Basic (New);BLANC;;2105;679;679;1000000;800000;;ENCAISSÉE;;;
2116;0;13;Affaire Nouvelle;167;2018-04-30 00:00:00;2018-05-01 00:00:00;2019-04-30 00:00:00;Agence;43051.448;5;Tout en 1 convention;BLANC;5000;3238;1086;1086;2200000;1500000;0.5;ENCAISSÉE;;;
2117;0;13;Affaire Nouvelle;164;2018-04-30 00:00:00;2018-05-08 00:00:00;2018-11-07 00:00:00;Agence;11539.32;2;Classic plus;JAUNE;;3814;1408;1408;1000000;800000;;ENCAISSÉE;;;
2118;0;13;Affaire Nouvelle;412;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;42563.552;1;Tout en 1 (New);JAUNE;5000;3989;987;987;1600000;1300000;;ENCAISSÉE;;;
2118;1;6;Avenant de suspension;412;2018-09-03 00:00:00;2018-09-03 00:00:00;2019-04-29 00:00:00;Agence;50;1;Tout en 1 (New);JAUNE;5000;3989;987;987;1600000;1300000;;ENCAISSÉE;;;
2118;2;7;Avenant de remise en vigueur;412;2018-11-15 00:00:00;2018-11-15 00:00:00;2019-04-29 00:00:00;Agence;-9365.094;1;Tout en 1 (New);JAUNE;5000;3989;987;987;1600000;1300000;;ENCAISSÉE;;;
2118;3;2;Modifications diverses;412;2018-11-15 00:00:00;2018-11-15 00:00:00;2019-04-29 00:00:00;Agence;-338.712;1;Tout en 1 (New);JAUNE;5000;3989;987;987;1600000;1300000;;ENCAISSÉE;;;
2119;0;13;Affaire Nouvelle;212;2018-04-30 00:00:00;2018-04-30 00:00:00;2018-10-29 00:00:00;Agence;2142.096;3;Basic (New);JAUNE;;3023;1441;1441;1500000;800000;;ENCAISSÉE;;;
2120;0;13;Affaire Nouvelle;453;2018-04-30 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;38060.676;1;Tout en 1 (New);JAUNE;5000;2645;822;822;1400000;1200000;;ENCAISSÉE;;;
2121;0;13;Affaire Nouvelle;160;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;20990.943;4;Classic (New);BLANC;;3521;504;504;1500000;1000000;;ENCAISSÉE;;;
2122;0;13;Affaire Nouvelle;216;2018-04-30 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;42469.785;1;Tout en 1 (New); VERT;5000;3308;259;259;2000000;1550000;;ENCAISSÉE;;;
2122;1;1;Avenant de renouvellement DF a DF;216;2019-04-28 00:00:00;2019-05-02 00:00:00;2019-11-01 00:00:00;Agence;22629.429;1;Tout en 1 (New); VERT;5000;3308;259;259;2000000;1550000;;ENCAISSÉE;;;
2123;3;1;Avenant de renouvellement DF a DF;143;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;70807.856;1;Tout en 1 (New); VERT;5000;3379;1491;1491;3360000;3200000;;ENCAISSÉE;;;
2123;4;2;Modifications diverses;143;2018-05-06 00:00:00;2018-05-06 00:00:00;2019-04-29 00:00:00;Agence;-15342.966;1;Tout en 1 (New); VERT;5000;3379;1491;1491;3360000;3200000;;ANNULÉE;;;
2123;5;1;Avenant de renouvellement DF a DF;204;2019-05-02 00:00:00;2019-05-02 00:00:00;2020-05-01 00:00:00;Agence;57931.893;1;Tout en 1 (New); VERT;5000;3379;1491;1491;3360000;3200000;;ENCAISSÉE;;;
2124;5;1;Avenant de renouvellement DF a DF;185;2018-04-30 00:00:00;2018-05-01 00:00:00;2018-10-31 00:00:00;Agence;15187.896;1;Tout en 1 (New);BLANC;5000;3801;1140;1140;1400000;1000000;;ENCAISSÉE;;;
2125;3;1;Avenant de renouvellement DF a DF;487;2018-04-30 00:00:00;2018-05-01 00:00:00;2019-04-30 00:00:00;Agence;9817.12;4;Classic (New);BLANC;;2546;1347;1347;1600000;600000;;ENCAISSÉE;;;
2126;1;1;Avenant de renouvellement DF a DF;210;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;47621.565;4;Classic (New); VERT;5000;3931;1308;1308;2200000;2000000;;ENCAISSÉE;;;
2126;2;;;210;2018-08-16 00:00:00;2018-08-17 00:00:00;2019-05-10 00:00:00;Agence;439.472;4;Classic (New); VERT;5000;3931;1308;1308;2200000;2000000;;ENCAISSÉE;;;
2127;2;1;Avenant de renouvellement DF a DF;429;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;100297.144;1;Tout en 1 (New); VERT;5000;3915;1009;1009;1900000;1510000;0.1;ENCAISSÉE;;;
2127;3;2;Modifications diverses;429;2018-04-30 00:00:00;2018-05-11 00:00:00;2019-05-10 00:00:00;Agence;50;1;Tout en 1 (New); VERT;5000;3915;1009;1009;1900000;1510000;0.1;ENCAISSÉE;;;
2127;4;1;Avenant de renouvellement DF a DF;429;2019-05-30 00:00:00;2019-05-30 00:00:00;2019-11-29 00:00:00;Agence;71387.056;1;Tout en 1 (New); VERT;5000;3915;1009;1009;1900000;1510000;0.1;ENCAISSÉE;;;
2127;5;1;Avenant de renouvellement DF a DF;429;2019-11-14 00:00:00;2019-11-30 00:00:00;2020-11-29 00:00:00;Agence;160415.964;1;Tout en 1 (New); VERT;5000;3915;1009;1009;1900000;1510000;0.1;ENCAISSÉE;;;
2128;0;13;Affaire Nouvelle;144;2018-04-30 00:00:00;2018-04-30 00:00:00;2019-04-29 00:00:00;Agence;72089.112;1;Tout en 1 (New); VERT;5000;3834;82;82;4000000;3000000;;ENCAISSÉE;;;
2129;2;1;Avenant de renouvellement DF a DF;217;2018-05-02 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;4448.277;3;Basic (New);BLANC;;3193;94;94;1470000;1400000;;ENCAISSÉE;;;
2129;3;1;Avenant de renouvellement DF a DF;217;2019-05-05 00:00:00;2019-05-05 00:00:00;2020-05-04 00:00:00;Agence;4006.688;3;Basic (New);BLANC;;3193;94;94;1470000;1400000;;ENCAISSÉE;;;
2130;2;1;Avenant de renouvellement DF a DF;184;2018-05-02 00:00:00;2018-05-04 00:00:00;2019-05-03 00:00:00;Agence;17471.64;4;Classic (New);BLANC;;2611;1776;1776;1900000;1200000;0.1;ENCAISSÉE;;;
2130;3;1;Avenant de renouvellement DF a DF;184;2019-05-02 00:00:00;2019-05-04 00:00:00;2020-05-03 00:00:00;Agence;17070.976;4;Classic (New);BLANC;;2611;1776;1776;1900000;1200000;0.1;ENCAISSÉE;;;
2130;4;1;Avenant de renouvellement DF a DF;184;2020-05-04 00:00:00;2020-05-04 00:00:00;2021-05-03 00:00:00;Agence;16642.608;4;Classic (New);BLANC;;2611;1776;1776;1900000;1200000;0.1;ENCAISSÉE;;;
2130;5;1;Avenant de renouvellement DF a DF;184;2021-05-02 00:00:00;2021-05-04 00:00:00;2022-05-03 00:00:00;Agence;15306.88;4;Classic (New);BLANC;;2611;1776;1776;1900000;1200000;0.1;ENCAISSÉE;;;
2130;6;1;Avenant de renouvellement DF a DF;184;2022-05-12 00:00:00;2022-05-12 00:00:00;2023-05-11 00:00:00;Agence;16796.259;4;Classic (New);BLANC;;2611;1776;1776;1900000;1200000;0.1;ENCAISSÉE;;;
2131;1;1;Avenant de renouvellement DF a DF;210;2018-05-02 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;5773.005;3;Basic (New);BLANC;;3736;484;484;3000000;2500000;;ENCAISSÉE;;;
2132;0;13;Affaire Nouvelle;233;2018-05-02 00:00:00;2018-05-03 00:00:00;2019-05-02 00:00:00;Agence;55548.891;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2132;1;8;Annulation quittance;233;2018-09-10 00:00:00;2018-09-10 00:00:00;2019-05-02 00:00:00;Agence;-50;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ANNULÉE;;;
2132;1;6;Avenant de suspension;233;2018-09-10 00:00:00;2018-09-10 00:00:00;2019-05-02 00:00:00;Agence;50;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ANNULÉE;;;
2132;2;7;Avenant de remise en vigueur;233;2018-09-10 00:00:00;2018-09-10 00:00:00;2019-05-02 00:00:00;Agence;50;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ANNULÉE;;;
2132;3;6;Avenant de suspension;233;2018-09-13 00:00:00;2018-09-13 00:00:00;2019-05-02 00:00:00;Agence;50;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2132;4;7;Avenant de remise en vigueur;233;2019-03-19 00:00:00;2019-03-19 00:00:00;2019-05-02 00:00:00;Agence;-24054.824;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2132;5;1;Avenant de renouvellement DF a DF;233;2019-05-29 00:00:00;2019-06-01 00:00:00;2019-11-30 00:00:00;Agence;14134.232;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2132;6;6;Avenant de suspension;233;2019-07-01 00:00:00;2019-07-01 00:00:00;2019-11-30 00:00:00;Agence;50;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2132;7;7;Avenant de remise en vigueur;203;2022-09-25 00:00:00;2019-11-30 00:00:00;2019-11-30 00:00:00;Agence;-11543.24;4;Classic (New); VERT;5000;2995;1503;1503;2610000;2000000;;ENCAISSÉE;;;
2133;0;13;Affaire Nouvelle;487;2018-05-02 00:00:00;2018-05-06 00:00:00;2019-05-05 00:00:00;Agence;5147.343;3;Basic (New);BLANC;;3506;46;46;1200000;700000;;ENCAISSÉE;;;
2133;1;1;Avenant de renouvellement DF a DF;487;2019-05-05 00:00:00;2019-05-06 00:00:00;2020-05-05 00:00:00;Agence;4716.378;3;Basic (New);BLANC;;3506;46;46;1200000;700000;;ENCAISSÉE;;;
2133;2;1;Avenant de renouvellement DF a DF;487;2020-05-04 00:00:00;2020-05-06 00:00:00;2021-05-05 00:00:00;Agence;4507.524;3;Basic (New);BLANC;;3506;46;46;1200000;700000;;ENCAISSÉE;;;
2134;0;13;Affaire Nouvelle;200;2018-05-02 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;4371.312;3;Basic (New);BLANC;;3413;223;223;1300000;1300000;;ENCAISSÉE;;;
2135;0;13;Affaire Nouvelle;283;2018-05-02 00:00:00;2018-05-02 00:00:00;2018-11-01 00:00:00;Agence;2785.752;3;Basic (New);JAUNE;;1053;349;349;2000000;1000000;;ENCAISSÉE;;;
2135;1;1;Avenant de renouvellement DF a DF;126;2018-11-06 00:00:00;2018-11-06 00:00:00;2019-05-05 00:00:00;Agence;2289.752;3;Basic (New);JAUNE;;1053;349;349;2000000;1000000;;ENCAISSÉE;;;
2135;2;2;Modifications diverses;126;2018-11-06 00:00:00;2018-11-06 00:00:00;2019-05-05 00:00:00;Agence;50;3;Basic (New);JAUNE;;1053;349;349;2000000;1000000;;ENCAISSÉE;;;
2136;5;1;Avenant de renouvellement DF a DF;143;2018-05-02 00:00:00;2018-05-02 00:00:00;2019-05-01 00:00:00;Agence;54284.751;1;Tout en 1 (New);BLANC;5000;3597;1323;1323;1565000;2100000;0.1;ENCAISSÉE;;;
2136;6;1;Avenant de renouvellement DF a DF;283;2019-04-28 00:00:00;2019-05-02 00:00:00;2020-05-01 00:00:00;Agence;40427.296;1;Tout en 1 (New);BLANC;5000;3597;1323;1323;1565000;2100000;0.1;ENCAISSÉE;;;
2137;2;1;Avenant de renouvellement DF a DF;120;2018-05-02 00:00:00;2018-05-03 00:00:00;2019-05-02 00:00:00;Agence;30413.781;1;Tout en 1 (New);BLANC;5000;3888;1708;1708;1400000;1550000;0.1;ENCAISSÉE;;;
2137;4;1;Avenant de renouvellement DF a DF;120;2020-05-04 00:00:00;2020-05-04 00:00:00;2021-05-03 00:00:00;Agence;24350.296;1;Tout en 1 (New);BLANC;5000;3888;1708;1708;1400000;1550000;0.1;ENCAISSÉE;;;
2137;5;1;Avenant de renouvellement DF a DF;120;2021-05-02 00:00:00;2021-05-04 00:00:00;2022-05-03 00:00:00;Agence;23183.496;1;Tout en 1 (New);BLANC;5000;3888;1708;1708;1400000;1550000;0.1;ENCAISSÉE;;;
2138;2;1;Avenant de renouvellement DF a DF;143;2018-05-02 00:00:00;2018-05-04 00:00:00;2019-05-03 00:00:00;Agence;40316.823;1;Tout en 1 (New);BLANC;5000;3947;1975;1975;1300000;1700000;0.1;ENCAISSÉE;;;
2138;4;1;Avenant de renouvellement DF a DF;143;2020-05-05 00:00:00;2020-05-05 00:00:00;2021-05-04 00:00:00;Agence;39576.393;1;Tout en 1 (New);BLANC;5000;3947;1975;1975;1300000;1700000;0.1;ENCAISSÉE;;;
2139;3;1;Avenant de renouvellement DF a DF;167;2018-05-02 00:00:00;2018-05-03 00:00:00;2019-05-02 00:00:00;Agence;24689.968;1;Tout en 1 (New);JAUNE;5000;3238;1086;1086;1600000;2200000;;ENCAISSÉE;;;
2139;5;1;Avenant de renouvellement DF a DF;167;2019-04-28 00:00:00;2019-05-03 00:00:00;2020-05-02 00:00:00;Agence;24693.72;1;Tout en 1 (New);JAUNE;5000;3238;1086;1086;1600000;2200000;;ENCAISSÉE;;;
