id_vehicule;Marque;Modèle;ANNEE_CIRCUL;Valeur_a_neuf;Valeur_venale;id_proprietaire
601;PEUGEOT;205;1988;1000000;200000;1776
602;PEUGEOT;BIPPER;2015;;;1473
603;RENAULT;CLIO2;2015;;;976
604;RENAULT;CAPTUR;2015;;;987
605;RENAULT;SYMBOL;2015;;;388
606;VOLKSWAGEN;TOURAN;2001;4000000;4000000;1082
607;SKODA;OCTAVIA;2014;;;256
608;RENAULT;SYMBOL;2010;;;485
609;SSANG YONG;KYRON;2009;2000000;1750000;1419
610;VOLKSWAGEN;POLO;2012;;;1639
611;CHEVROLET;AVEO;2010;;;1122
612;TOYOTA;YARIS;2012;;;1357
613;LANDROVER;LANDROVER;2009;3400000;1700000;1555
614;TOYOTA;HILUX;2013;;;1630
615;DACIA;DUSTER;2014;;;1041
616;VOLKSWAGEN;PASSAT;2009;2500000;1600000;207
617;DACIA;LOGAN;2014;;;1460
618;RENAULT;CLIO2;2015;1130000;1110000;523
619;VOLKSWAGEN;POLO;2015;;;444
620;SKODA;YETTI;2015;;;1120
621;TOYOTA;COROLLA;2012;;;1240
622;PEUGEOT;3008;2012;;;1378
623;RENAULT;CLIO 4;2015;;;187
624;VOLKSWAGEN;PASSAT;2014;3000000;2700000;1864
625;AUDI;A4;2009;;;1838
626;RENAULT;KONGO;2002;800000;800000;1721
627;SKODA;FABIA;2013;;;1065
628;DACIA;SANDERO;2015;;;498
629;LAND ROVER;LAND ROVER;2015;;;1968
630;TOYOTA;HILUX;2005;1000000;800000;1998
631;RENAULT;MEGANE;2012;;;1813
632;PEUGEOT;BOXER;2016;;;982
633;MARUTI;800;2007;900000;450000;1264
634;TOYOTA;HILUX;2015;;;225
635;TOYOTA;YARIS;2004;;;1705
636;PEUGEOT;BIPPER;2012;;;1413
637;DACIA;STEPWAY;2015;;;1437
638;VOKSWAGEN;CADY;2014;2200000;2000000;686
639;RENAULT;EXPRESSE;1992;1000000;550000;1738
640;GREAT-WALL;HOVER;2010;2000000;1600000;1727
641;BYD;F0;2015;820000;650000;1130
642;CHEVROLET;CRUZE;2015;;;581
643;RENAULT;CLIO2;2001;1224500;400000;1441
644;RENAULT;CLIO4;2014;;;1489
645;SUZUKI;SX4;2015;2130000;2130000;1449
646;VOLKS WAGEN;GOLF 6;2009;;;148
647;VOLKSWAGEN;POLO;2014;;;1899
648;FORD;FOCUS;2014;;;1690
649;BMW;528I;2012;7000000;3750000;304
650;CHEVROLET;SAIL;2012;;;866
651;VOLKSWAGEN;POLO;2012;;;352
652;HYUNDAI;I10;2015;;;1238
653;NISSAN;HARDBODY;2010;1600000;1000000;1422
654;CITROEN;C4;2014;;;1241
655;VOLKS WAGEN;TIGUANE;2010;2700000;1200000;286
656;MERCEDES;GLK;2014;5000000;1300000;1206
657;SEAT;IBIZA;2012;;;698
658;WOLSWAGEN;JETTA;2008;2000000;1300000;1339
659;AUDI;A1;2014;;;1448
660;CHEVROLET;SAIL;2013;;;1792
661;VOLKS WAGEN;POLO;2011;1500000;1100000;681
662;PEUGEOT;3008;2013;;;1860
663;KIA;CERATO;2014;2100000;1900000;424
664;PEUGEOT;206+;2013;;;268
665;OPEL;CORSA;2012;;;1489
666;KIA;PICANTO;2010;;;114
667;PEUGEOT;308;2015;;;190
668;DFSK;DFSK;2013;;;957
669;NISSAN;X-TRAIL;2009;2000000;1000000;1543
670;RENAULT;CAPTUR;2015;;;877
671;TOYOTA;COROLA;2007;1600000;800000;529
672;SEAT;IBIZA;2017;;;1725
673;VW;AMAROK;2015;;;1651
674;JAC;JAC;2014;1700000;1550000;1263
675;DACIA;LOGAN;2015;;;1651
676;DACIA;DUSTER;2013;;;418
677;PEUGEOT;207;2012;;;1931
678;PEUGEOT;301;2014;;;841
679;CHEVROLET;CAPTIVA;2015;;;1550
680;VOLKSWAGEN;AMAROK;2011;;;1496
681;NISSAN;NAVARA;2013;;;1815
682;PEUGEOT;208;2014;;;1213
683;OPEL;ASTRA;2013;;;935
684;PEUGEOT;207;2007;;;935
685;HYUNDAI;ATOS;2007;;;442
686;RENAULT;CLIO;2009;;;1780
687;PEUGEOT;308;2016;;;1272
688;KIA;PICANTO;2018;;;317
689;CHEVROLET;TRAX;2015;;;864
690;HYUNDAI;TUCSON;2013;;;1968
691;HYUNDAI;TUCSON;2013;;;1711
692;RENAULT;CLIO;2002;;;491
693;HYUNDAI;C10;2015;1128000;1000000;1039
694;CITROEN;C4;2005;2650000;600000;1810
695;NISSAN;XTRAIL;2006;1470000;800000;1546
696;SEAT;IBIZA;2011;;;1555
697;VOLKS WAGEN;POLO;2013;;;909
698;MAZDA;BT-50;2008;2100000;1100000;1326
699;VOLKSWAGEN;TIGUAN;2019;;;498
700;BMW;520D;2015;1000000;70000;1744
701;MERCEDES;CLASSE C;2008;5418000;2000000;79
702;PEUGEOT;2008;2015;;;200
703;CHEVROLET;SONIC;2014;;;695
704;RENAULT;TRAFIC;2014;;;1801
705;PEUGEOT;207;2011;;;1517
706;PEUGEOT;BOXER;2010;1800000;500000;924
707;TOYOTA;AURIS;2014;;;1755
708;SUZUKI;CELERIO;2015;899000;899000;1634
709;PEUGEOT;208;2013;;;789
710;WOLSWAGEN;JETTA;2010;1800000;1000000;1857
711;AUDI;A3;2014;;;179
712;KIA;SPORTAGE;2013;;;381
713;RENAULT;CAPTUR;2014;;;414
714;RENAULT;CAPTUR;2015;;;630
715;DACIA;SANDERO;2014;;;1697
716;DACIA;DUSTER;2015;;;1844
717;SKODA;YETI;2015;;;1137
718;PEUGEOT;607;2001;;;732
719;DACIA;SANDERO;2015;;;1011
720;RENAULT;SYMBOL;2014;;;855
721;DACIA;STEPWAY;2017;;;1507
722;PEUGEOT;3008;2015;;;1824
723;CHEVROLET;OPTRA;2015;;;64
724;SEAT;IBIZA;2014;;;201
725;CITROEN;C3;2012;;;1601
726;DACIA;DUSTER;2015;;;1135
727;DACIA;DUSTER;2013;;;1982
728;DFSK;S/C MINI TRUCK;2012;720000;500000;1965
729;VOLKS WAGEN;GOLF;2018;3300000;3300000;109
730;RENAULT;KANGOO;2014;;;770
731;VOLKSWAGEN;POLO;2011;;;911
732;VOLKS WAGEN;GOLF 6;2012;;;721
733;SKODA;OCTAVIA;2014;;;20
734;NISSAN;MICRA;2013;;;406
735;VOLKSWAGEN;POLO;2009;;;1165
736;MARUTI;800;2009;700000;500000;233
737;KIA;PICANTO;2012;;;1675
738;PEUGEOT;PARTNER;2013;;;544
739;RENAULT;MEGANE;2013;;;345
740;AUDI;A6;2015;5423076;5000000;451
741;RENAULT;CLIO4;2014;;;1040
742;RENAULT;KANGO;1999;1800000;500000;889
743;PEUGEOT;206;2004;;;1612
744;DACIA;LOGAN;2008;1000000;550000;429
745;BMW;SERIE 1;2010;2200000;1000000;1117
746;PEUGEOT;BOXEUR;2005;1500000;1000000;405
747;TOYOTA;YARIS;2014;;;1550
748;VOLKS WAGEN;GOLF;2009;;;970
749;PEUGEOT;208;2014;;;1440
750;VOLKSWAGEN;POLO;2012;;;1580
751;SKODA;OCTAVIA;2012;;;1563
752;RENAULT;CLIO4;2015;;;443
753;VOLGSWAGON;TOURAN;2013;2600000;2000000;633
754;RENAULT;KANGOO;2012;;;667
755;VOLKSWAGEN;CADY;2012;2450000;1500000;1168
756;PEUGEOT;208;2015;;;1665
757;KIA;K2700;2014;2000000;1500001;298
758;SKODA;OCTAVIA;2015;;;1625
759;SKODA;FABIA;2013;;;16
760;PEUGEOT;PARTNER TP;2013;2000000;1800000;307
761;CITROEN;C3;2010;;;1885
762;VOLKSWAGEN;AMAROK;2015;3129740;3129740;1239
763;SKODA;RAPID;2015;;;738
764;KIA;OPTIMA;2006;1550000;800000;625
765;PEUGEOT;208;2014;;;1326
766;PEUGEOT;505;1990;700000;700000;1050
767;SKODA;FABIA;2013;;;1916
768;SKODA;OCTAVIA;2019;4000000;2800000;644
769;VOLKSWAGEN;POLO;2013;;;1241
770;SKODA;RAPID;2015;;;596
771;FORD;FOCUS;2013;1470000;1200000;169
772;RENAULT;MASTER;2013;;;1537
773;KIA;PICANTO;2014;;;359
774;CITROEN;C3;2010;940500;900000;287
775;CITROEN;C3;2012;;;1411
776;PEUGEOT;301;2015;;;1774
777;SKODA;RAPID;2015;;;960
778;RENAULT;SYMBOLE;2015;;;641
779;SKODA;OCTAVIA;2015;;;1208
780;CITROEN;DS4;2015;3360000;2000000;275
781;CHEVROLET;EPICA;2009;1200000;900000;960
782;SKODA;FABIA;2015;;;578
783;SKODA;RAPID;2015;;;1981
784;SKODA;OCTAVIA;2017;4500000;4500000;324
785;SKODA;OCTAVIA;2015;;;347
786;PEUGEOT;308;2015;;;1594
787;FAW;VITA C1;2008;840000;400000;1365
788;CHEVROLET;CRUZ;2015;;;433
789;POLO;POLO;2013;1700000;1600000;1402
790;SEAT;ALTEA;2012;1600000;1200000;1160
791;TOYOTA;TOYOTA;2013;;;892
792;VOLKS WAGEN;GOLF;2015;;;301
793;RENAULT;SYMBOL;2015;;;1298
794;TOYOTA;YARIS;2014;;;1412
795;KIA;SORENTO;2011;3300000;2000000;880
796;RENAULT;SYMBOL;2011;;;479
797;5;C ELYSEE;2013;1000000;934000;69
798;SKODA;FABIA;2015;;;1635
799;VOLKSWAGEN;POLO;2013;;;9
800;NISSAN;SUNNY;2010;1300000;900000;591
801;VOLKSWAGEN;TIGUAN;2015;;;1012
802;SKODA;SUPERBE;2014;2400000;1800000;483
803;PEUGEOT;308;2012;;;1637
804;DACIA;DUSTER;2010;1449500;900000;816
805;SKODA;SUPERB;2015;;;622
806;KIA;CERATO;2012;;;871
807;TOYOTA;AYGO;2012;1000000;500000;357
808;PEUGEOT;308;2013;;;518
809;VOLKSWAGEN;POLO;2004;1200000;650000;816
810;AUDI;A3;2004;4000000;1200000;845
811;SKODA;SUPERB;2014;3000000;2000000;971
812;PEUGEOT;207;2010;1300000;800000;1261
813;VOLKS WAGEN;CADDY;2011;2000000;2000000;342
814;VOLKSWAGEN;TIGUAN;2015;;;664
815;PEUGEOT;PARTNER;2013;;;356
816;RENAULT;SYMBOL;2018;;;1422
817;RENAULT;MASTER;2015;;;1857
818;PEUGEOT;208;2015;;;1731
819;PEUGEOT;5008;2012;;;1564
820;RENAULT;SYMBOL;2015;;;432
821;FORD;RANGER;2014;2780000;2780000;952
822;VOLGSWAGON;POLO;2011;1600000;1600000;1456
823;BMW;325;2002;4300000;1000000;1488
824;VOLKSWAGEN;TIGUAN;2013;;;1319
825;SUZUKI;ALTO;2012;700000;500000;1013
826;CHEVROLET;CRUZ;2010;;;564
827;TOYOTA;YARIS;2012;;;621
828;PEUGEOT;2008;2014;;;978
829;PEUGEOT;2008;2015;;;1587
830;VOLKSWAGEN;CADY;2015;;;1968
831;DACIA;LOGAN;2015;;;1416
832;DACIA;LOGAN MCV;2015;1400000;1400000;1197
833;KIA;K2700 FRIGO;2011;2000000;2000000;642
834;SKODA;FABIA;2015;;;1563
835;KIA;CIRATO;2011;1500000;1000000;707
836;DACIA;DUSTER;2014;;;48
837;KIA;SPORTAGE;2014;;;27
838;MITSUBISHI;PAJERO;2012;4200000;3000000;1121
839;RENAULT;CLIO4;2013;;;264
840;AUDI;A3;2015;;;1950
841;VOLKSWAGEN;CADDY;2012;;;1323
842;DAIHATSU;TERIOS;2012;1900000;1000000;1537
843;DACIA;DUSTER;2014;;;1188
844;KIA;SPORTAGE;2014;;;610
845;MITSUBISHI;L200;2014;2350000;2300000;1427
846;RENAULT;CLIO4;2014;;;1235
847;SUZUKI;SWIFT;2013;;;1263
848;VOLKSWAGEN;POLO;2014;;;1523
849;PEUGEOT;206+;2011;;;571
850;PEUGEOT;TEPEE;2010;1700000;1200000;121
851;SKODA;FABIA;2014;;;1065
852;RENAULT;SYMBOL;2015;;;555
853;BMW;320D;2013;5400000;5400000;955
854;NISSAN;SUNNY;2015;;;1255
855;PEUGEOT;BIPPER;2012;;;1588
856;SEAT;IBIZA;2009;;;1271
857;RENAULT;CAPTURE;2014;;;1252
858;VOLKSWAGEN;POLO;2013;;;745
859;RENAULT;TRAFIC;2009;;;1046
860;PEUGEOT;307;2005;;;1913
861;VOLKS WAGEN;MULTIVAN;2014;5500000;1000000;492
862;SKODA;OCTAVIA;2018;3149000;4000000;1373
863;RENAULT;TRAFIC;1985;1000000;1000000;1072
864;VOLKSWAGEN;POLO;2013;;;740
865;RENAULT;KANGOO;2015;;;1385
866;SEAT;IBIZA;2012;;;403
867;HUYNDAI;ACCENT;2014;;;399
868;VOLKSWAGEN;CADDY;2014;;;803
869;VOLKSWAGEN;TANSPORTEUR;1990;700000;500000;1545
870;KIA;PICANTO;2015;;;1650
871;WOLSWAGEN;JETTA;2007;1500000;900000;898
872;DACIA;DUSTER;2012;;;991
873;PEUGEOT;PARTNER;2013;;;197
874;RENAULT;MASTER;2015;2469000;2000000;1202
875;RENAULT;CLIO4;2013;;;978
876;AUDI;AUDI A3;2019;5950000;4799000;1658
877;RENAULT;CLIO;2002;;;1955
878;RENAULT;CLIO;2012;;;1001
879;PEUGEOT;308;2015;;;1453
880;DACIA;DUSTER;2015;;;1383
881;KIA;RIO;2013;;;829
882;HYUNDAI;ATOS;2010;;;1073
883;VOLKS WAGEN;PASSAT;2008;2800000;900000;405
884;RENAULT;KANGOO;2004;;;688
885;RENAULT;MASTER;2008;4370000;1550000;507
886;RENAULT;CLIO;1998;;;130
887;HYUNDAI;FOUGON;1998;900000;350000;380
888;PEUGEOT;308;2013;;;519
889;RENAULT;CAPTUTRE;2015;1520000;1520000;1745
890;RENAULT;R19;1993;400000;400000;1927
891;KIA;SPORTAGE;2014;;;942
892;VOLKSWAGEN;POLO;2014;;;1847
893;PEUGEOT;208;2014;;;1985
894;DACIA;STEPWAY;2015;;;1561
895;HAIMA;HAIMA1;2012;700000;570000;1357
896;TOYOTA;YARIS;2008;;;578
897;JMC;JMC;2013;;;482
898;MINI COOPER;MINI;2012;2000000;1550000;1399
899;CHERRY;QQ;2015;;;187
900;VOLKS WAGEN;TIGUANE;2015;;;1842
901;KIA;SPORTAGE;2017;;;1653
902;SEAT;IBIZA;2013;;;1106
903;MITSUBISHI;LANCER;2008;1000000;800000;1555
904;TOYOTA;YARIS;2008;;;879
905;HYUNDAI;ACCENT;2013;1200000;989225;1572
906;DACIA;STEPWAY;2015;;;1794
907;PEUGEOT;3008;2014;;;676
908;PEUGEOT;EXPERT;2013;;;1132
909;VOLKS WAGEN;PASSAT;2012;2500000;1500000;241
910;SEAT;LEON;2012;;;1147
911;RENAULT;MEGANE;2011;;;638
912;PEUGEOT;308;2015;;;1087
913;KIA;RIO;2015;;;6
914;HUYNDAI;ACCENT;1999;800000;300000;1827
915;PEUGEOT;4008;2015;3098000;3098000;994
916;VOLKSWAGEN;PASSAT;1999;2500000;650000;858
917;SUZUKI;SX4;2008;;;866
918;FORD;FOCUS;2007;1900000;1000000;882
919;NISSAN;MICRA;2013;;;148
920;VOLKS WAGEN;GOLF;2014;;;1699
921;HYUNDAI;I10;2010;;;1183
922;FORD;FIESTA;2013;;;1036
923;HUYNDAI;ACCENT;2014;1100000;1000000;857
924;SEAT;IBIZA;2016;;;905
925;MARUTI;MARUTI;2012;;;156
926;TOYOTA;YARIS;2004;;;335
927;SEAT;IBIZA;2013;;;897
928;FIAT;FIORINO;2015;1200000;1200000;1676
929;TOYOTA;HILUX;2004;1190000;1000000;906
930;DACIA;SANDERO;2015;;;1491
931;KIA;RIO;2004;1530000;800000;109
932;KIA;PICANTO;2015;;;1708
933;AUDI;Q3;2015;;;888
934;PEUGEOT;PARTNER;2013;;;421
935;PEUGEOT;BOXER;2011;;;1916
936;PEUGEOT;PARTNER;2014;;;1561
937;DACIA;SANDERO;2014;;;168
938;CITROEN;C - ELYSEE;2015;1000000;550000;596
939;RENAULT;CLIO4;2015;;;1143
940;RENAULT;R16;1977;800000;300000;1712
941;RENAULT;CLIO4;2014;;;1766
942;PEUGEOT;EXPERT;2015;;;1004
943;DACIA;SANDERO;2015;;;1132
944;PEUGEOT;FOURGONNETTE;1991;1200000;300000;962
945;KIA;SORENTO;2015;;;572
946;RENAULT;CLIO3;2012;;;991
947;DACIA;STEPWAY;2015;;;1360
948;PEUGEOT;208;2012;1230000;1600000;690
949;RENAULT;KANGOO;2015;;;378
950;VOLKS WAGEN;POLO;2013;;;1810
951;DACIA;LOGAN;2006;1000000;600000;1461
952;PEUGEOT;208;2014;;;394
953;CHEVROLET;SONIC;2013;;;302
954;CHEVROLET;OPTRA;2004;1550000;600000;256
955;MITSUBISHI;CAMIONNETTE;2014;3600000;3000000;26
956;RENAULT;MASTER;2011;;;1110
957;RENAULT;SYMBOL;2014;;;1465
958;NISSAN;QASHQAI;2014;2630000;1400000;1098
959;DACIA;DUSTER;2015;;;1226
960;FORLAND;COMIONETTE;2015;1800000;1730000;764
961;RENAULT;CLIO 4;2015;;;823
962;RENAULT;COMPUS;2011;1300000;700000;928
963;RENAULT;SYMBOL;2010;;;1620
964;SEAT;IBIZA FR;2013;2000000;1600000;1056
965;VOLKS WAGEN;JETTA;2006;2600000;700000;812
966;HYUNDAI;TUCSON;2007;2040000;1000000;1250
967;RENAULT;KANGOO;2012;;;274
968;DACIA;STEPWAY;2015;;;1078
969;DACIA;LOGAN;2015;;;182
970;DACIA;STEPWAY;2015;;;652
971;SKODA;YETTI;2015;;;1920
972;CHEVROLET;SAIL;2012;;;796
973;VOLKS WAGEN;GOLF;2013;;;429
974;SKODA;YETI;2015;;;923
975;RENAULT;R18;1982;;;373
976;RENAULT;CLIO4;2015;;;566
977;NISSAN;SUNNY;2015;;;1394
978;RENAULT;MASTER;2010;;;701
979;SKODA;FABIA;2015;;;1090
980;RENAULT;CLIO4;2014;;;1632
981;DACIA;DUSTER;2022;;;223
982;RENAULT;CLIO4;2015;;;1952
983;RENAULT;MEGANE;2012;;;1793
984;DFSK;DFSK;2012;;;1211
985;DACIA;STEPWAY;2015;;;1801
986;RENAULT;CLIO;2010;;;104
987;SKODA;FABIA;2014;;;423
988;DACIA;SANDERO;2012;1114000;940000;992
989;RENAULT;CAPTUR;2015;;;1186
990;TOYOTA;YARIS;2008;;;195
991;DACIA;DACIA;2012;;;444
992;PEUGEOT;307;2006;;;187
993;KIA;PICANTO;2009;;;1575
994;HUYNDAI;I10;2015;;;1798
995;SUZUKI;CELERIO;2011;1000000;900000;1396
996;SKODA;RAPID;2015;;;698
997;RENAULT;CLIO4;2015;;;107
998;TOYOTA;YARIS;2007;;;1495
999;TOYOTA;LAND CRUISER;1990;2500000;1500000;569
1000;TOYOTA;LAND CRUISER;1998;2500000;1000000;1692
1001;TOYOTA;HYLUX;2013;2500000;1510000;1566
1002;DACIA;DUSTER;2015;;;1346
1003;PEUGEOT;208;2015;;;1067
1004;VOLKSWAGEN;PASSAT;2015;4970000;4970000;1785
1005;TOYOTA;YARIS;2009;;;1624
1006;RANGE ROVER;VOGUE;2006;4000000;4000000;615
1007;PEUGEOT;205;1985;1200000;200000;1419
1008;PEUGEOT;208;2014;;;968
1009;HYUNDAI;ACCENT;2006;;;107
1010;FAW;CAMIONNETTE;2015;1850000;800000;1924
1011;RENAULT;R5;1980;600000;200000;1408
1012;DACIA;SANDERO STEPWAY;2014;1314800;1000000;60
1013;KIA;SPORTAGE;2014;;;763
1014;PEUGEOT;207;2011;;;1205
1015;PEUGEOT;208;2015;;;342
1016;SEAT;IBIZA;2012;;;1053
1017;SEAT;IBIZA;2015;;;1731
1018;SUZUKI;SWIFT;2015;;;19
1019;VOLKS WAGEN;POLO;2014;;;296
1020;CHEVROLET;SAIL;2013;;;624
1021;HYUNDAI;ATOS;2008;;;1896
1022;PEUGEOT;BOXER;2015;;;1376
1023;SUZUKI;SX4;2012;1200000;1200000;662
1024;PEUGEOT;PARTNER;2015;;;1501
1025;TOYOTA;ECHO;2002;1000000;600000;1306
1026;TOYOTA;COROLA;2015;2500000;2500000;1504
1027;NISSAN;SUNNY;2015;;;1623
1028;PEUGEOT;3008;2015;2430000;3000000;387
1029;HYUNDAI;ATOS;2010;;;779
1030;PEUGEOT;EXPERT;2015;;;1446
1031;TOYOTA;COROLLA;2014;;;6
1032;WOLKSWAGEN;GOLF 6;2011;2500000;1510000;26
1033;RENAULT;CLIO 3;2011;;;54
1034;CHEVROLET;SPARK;2013;;;1629
1035;HINO;HINO;2011;2500000;2000000;1976
1036;DAIHATSU;DAIHATSU;2007;2000000;1500000;886
1037;TOYOTA;HILUX;2010;;;229
1038;PEUGEOT;206;1999;;;347
1039;HYUNDAI;MATRIX;2006;750000;750000;108
1040;NISSAN;SUNNY;2015;;;190
1041;RANAULT;CLIO 3;2011;800000;800000;242
1042;ZOTYE;NOMAD;2008;900000;427500;372
1043;VOLKSWAGEN;TIGUAN;2014;;;351
1044;RENAULT;SYMBOL;2014;;;1282
1045;PEUGEOT;301;2014;;;1800
1046;RENAULT;MEGANE;2002;1400000;900000;1206
1047;HUYNDAI;I10;2015;1000000;900000;760
1048;PEUGEOT;207;2006;;;1498
1049;BYD;F0;2012;860000;600000;1650
1050;OPEL;INSIGNIA;2014;2500000;2500000;85
1051;LANDROVER;FREELANDER2;2012;11500000;4000000;559
1052;BMW;X5;2015;7000000;5000000;1029
1053;PEUGEOT;206;2001;1000000;300000;349
1054;HYUNDAI;H100;2001;1500000;800000;219
1055;RENAULT;CLIO4;2013;;;1477
1056;HONDA;CIVIC;2004;;;1541
1057;NISSAN;MICRA;2012;;;733
1058;SSANGYONG;SSANGYONG;2015;2000000;1500000;1392
1059;TOYOTA;YARIS;2005;;;86
1060;RENAULT;CLIO4;2015;;;1357
1061;TOYOTA;YARIS;2010;;;559
1062;DACIA;STEP WAY;2019;3000000;1550000;306
1063;CITROEN;XSARA;2002;1200000;400000;395
1064;PEUGOET;208;2014;1400000;1200000;691
1065;DACIA;SANDERO;2015;;;1010
1066;PEUGEOT;307;2003;;;937
1067;RENAULT;SYMBOL;2015;;;1472
1068;KIA;2700;2015;2000854;1800000;1984
1069;HYUNDAI;ATOS;2006;;;1863
1070;NISSAN;JUKE;2015;1813320;1800000;86
1071;MERCEDES;240;2003;600000;600000;1810
1072;MERCEDES;SPRINTER;2011;2000000;1100000;421
1073;TOYOTA;YARIS;2005;;;1224
1074;PEUGEOT;1006;2006;1200000;300000;15
1075;GONOW;FRIGO;2013;1000000;500000;1138
1076;PEUGEOT;BOXEUR;1998;900000;400000;1933
1077;RENAULT;CLIO;2011;;;1434
1078;MARUTI;MARUTI;2008;;;544
1079;PEUGEOT;PARTNER;2006;;;1434
1080;PEUGEOT;307;2005;;;733
1081;NISSAN;QASHQAI;2013;3000000;2500000;1516
1082;LAND ROVER;FA2BD;2009;4000000;3000000;1459
1083;CITROEN;BERLINGO;2010;;;807
1084;VOLKWAGEN;POLO;2014;1600000;1510000;1085
1085;PEUGEOT;308;2011;;;1870
1086;PEUGEOT;2008;2015;;;1275
1087;SUZUKI;SWIFT;2014;;;1650
1088;VOLKSWAGEN;TIGUAN;2015;;;15
1089;KIA;CERATO;2012;1550000;1100000;183
1090;PEUGEOT;BOXER;2013;;;1733
1091;VOLKSWAGEN;TIGOUAN;2015;3500000;3000000;1676
1092;RENAULT;MEGANE;2015;;;1405
1093;CHEVROLET;SPARK;2015;;;113
1094;OPEL;ASTRA;2000;2000000;1000000;199
1095;RENAULT;R12;1991;600000;300000;149
1096;PEUGEOT;308;2011;;;1372
1097;PEUGEOT;301;2014;;;526
1098;PEUGEOT;301;2014;;;795
1099;FORD;FIGO;2014;999000;800000;1361
1100;VOLKSWAGEN;POLO;2009;;;488
1101;PEUGEOT;PARTNER;2016;;;788
1102;VOLKS WAGEN;POLO;2010;1300000;700000;1061
1103;RENAULT;CLIO4;2015;;;1454
1104;OPEL;ASTRA;2014;;;358
1105;DACIA;DUSTER;2012;;;1933
1106;MERCEDES;300;1992;2500000;550000;614
1107;RENAULT;SYMBOL;2015;;;268
1108;RENAULT;MEGANE;2016;;;661
1109;FIAT;PUNTO;2007;;;1841
1110;VOLKSWAGEN;POLO;2013;;;1261
1111;VOLKS WAGEN;GOLF 7;2014;;;1338
1112;TOYOTA;YARIS;2009;;;1602
1113;SKODA;RAPID;2016;;;362
1114;PEUGEOT;106;1997;800000;300000;1884
1115;PEUGEOT;PARTNER;2015;;;641
1116;HYUNDAI;TUCSON;2013;;;1625
1117;TOYOTA;ECHO;2005;2000000;500000;142
1118;RENAULT;MEGANE SCENIC;2002;750000;600000;33
1119;SEAT;LEON;2015;;;264
1120;AUDI;A4;2009;;;1234
1121;DFSK;MINI CAMION;2015;910000;910000;1327
1122;OPEL;ASTRA;2014;;;694
1123;CHEVROLET;SAIL;2014;920000;920000;1349
1124;TOYOTA;AURIS;2015;;;1678
1125;PEUGEOT;PARTNER;2015;;;1802
1126;CHERRY;QQ;2015;850000;750000;818
1127;VOLKSWAGEN;POLO;2013;;;1783
1128;SEAT;IBIZA;2015;;;1644
1129;FORD;FIESTA;2015;;;1793
1130;SKODA;RAPID;2016;;;1543
1131;NISSAN;QUASHQUAI;2013;1800000;700000;383
1132;PEUGEOT;206;2007;1000000;400000;630
1133;SKODA;YETI;2016;;;1954
1134;PEUGEOT;301;2015;;;879
1135;DACIA;DUSTER;2016;;;1218
1136;GREAT WALL;M4;2016;1550000;1000000;466
1137;VOLKSWAGEN;TOURAN;2012;1500000;1430000;1307
1138;SKODA;FABIA;2015;;;372
1139;RENAULT;CLIO;2014;;;750
1140;FORD;TRANSIT;1992;1000000;500000;1307
1141;CHEVROLET;SPARK;2013;;;1223
1142;RENAULT;CLIO4;2015;;;159
1143;PEUGEOT;207;2011;;;1113
1144;SKODA;YETI;2013;;;125
1145;HYUNDAI;I10;2016;;;1176
1146;CITROEN;C4;2013;1550000;1550000;1049
1147;CHEVROLET;SPARK;2010;804000;550000;1384
1148;SKODA;YETI;2016;;;1811
1149;VOLKSWAGEN;TIGUAN;2009;;;1911
1150;CITROEN;JUMPER;2015;3150000;2600000;726
1151;SEAT;LEON;2014;;;549
1152;RENAULT;CLIO CLASSIC;2001;1100000;100000;343
1153;PEUGEOT;PARTNER;2013;;;426
1154;VOLKS WAGEN;GOLF;1988;2800000;600000;1707
1155;RENAULT;R21;1993;;;1282
1156;VOLKSWAGEN;GOLF;2010;1700000;1200000;673
1157;NISSAN;MICRA;2015;;;812
1158;CHERRY;QQ;2009;701000;500000;1138
1159;FORD;FIESTA;2015;;;17
1160;GONOW;GONOW;2014;920000;600000;475
1161;DACIA;DUSTER;2011;;;1010
1162;FIAT;FIAT;2014;2279970;1900000;1581
1163;RENAULT;FLUENCE;2013;;;1457
1164;RENAULT;FLUENCE;2013;;;840
1165;PEUGEOT;607;2001;900000;600000;1414
1166;DACIA;SANDERO;2015;;;1749
1167;SKODA;YETTI;2016;3230000;2500000;1977
1168;DAEWOO;NUBIRA;1999;;;1271
1169;MERCEDES;C220;2009;;;841
1170;NISSAN;MICRA;2014;;;1769
1171;VOLKSWAGEN;POLO;2015;;;57
1172;KIA;SPORTAGE;2016;;;295
1173;PEUGEOT;EXPERT;2016;;;422
1174;DACIA;STEPWAY;2015;;;1543
1175;BMW;X3;2013;4000000;2000000;839
1176;MERCEDES BENZ;GLA45 AMG;2016;6400000;6400000;1960
1177;RENAULT;CLIO4;2016;;;1898
1178;CHEVROLET;AVEO;2007;;;1857
1179;MERCEDES;E 350 CGI;2009;3000000;2000000;922
1180;KIA;K2700;2012;1000000;1000000;807
1181;TATA;MANZA;2016;1200000;1200000;1711
1182;VOLKS WAGEN;JETTA;2007;2460000;1300000;1896
1183;KIA;PICANTO;2015;;;1493
1184;CHERRY;QQ;2013;1000000;500000;1839
1185;SEAT;IBIZA;2013;;;526
1186;FORD;FOCUS;2012;;;962
